Product,Category,Country,Reported packaging type,Sample size (n),Summarized findings (ng/serving),Compounds tested,Phthalates (ng/serving),Phthalate substitutes (ng/serving),Bisphenols (ng/serving),Author,Title,Published,Reporting format,Mean DBP (ng/g),Mean BBP (ng/g),Mean DEHP (ng/g),Mean DINP (ng/g),Mean DIDP (ng/g),Mean DMP (ng/g),Mean DEP (ng/g),Mean DIBP (ng/g),Mean DNHP (ng/g),Mean DCHP (ng/g),Mean DNOP (ng/g),Mean DIDA (ng/g),Mean DEHA (ng/g),Mean DINCH (ng/g),Mean DEHT (ng/g),Mean BPA (ng/g),Mean BPS (ng/g),Mean BPF (ng/g),Serving size (g),Notes,Avg individual phthalate amount (ng/serving),Avg individual phthalate substitute amount (ng/serving),Avg individual bisphenol amount (ng/serving),Phthalates (n),Phthalate substitutes (n),Bisphenols (n)
"Brie, double cream",Dairy,Canada,Cling film,1,"11,400 ng/serving for 1 phthalates
3,330,000 ng/serving for 1 phthalate substitutes","Phthalates: DEHP
Phthalate substitutes: DEHA",11400,3330000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,380,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"111,000",N/A,N/A,N/A,N/A,N/A,30,,11400,3330000,,1,1,0
Camembert,Dairy,Canada,Cling film,1,"0 ng/serving for 1 phthalates
450,000 ng/serving for 1 phthalate substitutes","Phthalates: DEHP
Phthalate substitutes: DEHA",0,450000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"15,000",N/A,N/A,N/A,N/A,N/A,30,,0,450000,,1,1,0
Marble Cheddar,Dairy,Canada,Rigid plastic,1,"0 ng/serving for 1 phthalates
0 ng/serving for 1 phthalate substitutes","Phthalates: DEHP
Phthalate substitutes: DEHA",0,0,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,30,,0,0,,1,1,0
Camembert,Dairy,Canada,Cling film,1,"0 ng/serving for 1 phthalates
480,000 ng/serving for 1 phthalate substitutes","Phthalates: DEHP
Phthalate substitutes: DEHA",0,480000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"16,000",N/A,N/A,N/A,N/A,N/A,30,,0,480000,,1,1,0
"Cheddar block, mild, raw cow's milk",Dairy,Canada,Cling film,1,"27,300 ng/serving for 1 phthalates
10,140,000 ng/serving for 1 phthalate substitutes","Phthalates: DEHP
Phthalate substitutes: DEHA",27300,10140000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,910,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"338,000",N/A,N/A,N/A,N/A,N/A,30,,27300,10140000,,1,1,0
La Mame Du Lac,Dairy,Canada,Cling film,1,"450,000 ng/serving for 1 phthalates
21,300 ng/serving for 1 phthalate substitutes","Phthalates: DEHP
Phthalate substitutes: DEHA",450000,21300,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,"15,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,710,N/A,N/A,N/A,N/A,N/A,30,,450000,21300,,1,1,0
Camembert,Dairy,Canada,Cling film,1,"30,000 ng/serving for 1 phthalates
1,980,000 ng/serving for 1 phthalate substitutes","Phthalates: DEHP
Phthalate substitutes: DEHA",30000,1980000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,"1,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"66,000",N/A,N/A,N/A,N/A,N/A,30,,30000,1980000,,1,1,0
"Cheddar, old",Dairy,Canada,Rigid plastic,1,"28,200 ng/serving for 1 phthalates
0 ng/serving for 1 phthalate substitutes","Phthalates: DEHP
Phthalate substitutes: DEHA",28200,0,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,940,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,30,,28200,0,,1,1,0
"Brie, double cream",Dairy,Canada,Cling film,1,"0 ng/serving for 1 phthalates
2,910,000 ng/serving for 1 phthalate substitutes","Phthalates: DEHP
Phthalate substitutes: DEHA",0,2910000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"97,000",N/A,N/A,N/A,N/A,N/A,30,,0,2910000,,1,1,0
Marble mild Cheddar,Dairy,Canada,Rigid plastic,1,"0 ng/serving for 1 phthalates
0 ng/serving for 1 phthalate substitutes","Phthalates: DEHP
Phthalate substitutes: DEHA",0,0,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,30,,0,0,,1,1,0
"Brie, double cream",Dairy,Canada,Cling film,1,"0 ng/serving for 1 phthalates
6,180,000 ng/serving for 1 phthalate substitutes","Phthalates: DEHP
Phthalate substitutes: DEHA",0,6180000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"206,000",N/A,N/A,N/A,N/A,N/A,30,,0,6180000,,1,1,0
"Brie, triple cream",Dairy,Canada,Cling film,1,"0 ng/serving for 1 phthalates
3,480,000 ng/serving for 1 phthalate substitutes","Phthalates: DEHP
Phthalate substitutes: DEHA",0,3480000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"116,000",N/A,N/A,N/A,N/A,N/A,30,,0,3480000,,1,1,0
"Marble Cheddar, sliced",Dairy,Canada,Cling film over tray,1,"0 ng/serving for 1 phthalates
20,580,000 ng/serving for 1 phthalate substitutes","Phthalates: DEHP
Phthalate substitutes: DEHA",0,20580000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"686,000",N/A,N/A,N/A,N/A,N/A,30,,0,20580000,,1,1,0
"Cheddar, old",Dairy,Canada,Rigid plastic,1,"0 ng/serving for 1 phthalates
0 ng/serving for 1 phthalate substitutes","Phthalates: DEHP
Phthalate substitutes: DEHA",0,0,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,30,,0,0,,1,1,0
Camembert,Dairy,Canada,Cling film,1,"0 ng/serving for 1 phthalates
840,000 ng/serving for 1 phthalate substitutes","Phthalates: DEHP
Phthalate substitutes: DEHA",0,840000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"28,000",N/A,N/A,N/A,N/A,N/A,30,,0,840000,,1,1,0
Marble cheese,Dairy,Canada,Rigid plastic,1,"0 ng/serving for 1 phthalates
0 ng/serving for 1 phthalate substitutes","Phthalates: DEHP
Phthalate substitutes: DEHA",0,0,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,30,,0,0,,1,1,0
"Pork loin center chop, boneless",Meat and poultry,Canada,Cling film over tray,1,"3,300,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,3300000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"33,000",N/A,N/A,N/A,N/A,N/A,100,,,3300000,,0,1,0
"Pork loin center chop, boneless",Meat and poultry,Canada,Cling film over tray,1,"2,600,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,2600000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"26,000",N/A,N/A,N/A,N/A,N/A,100,,,2600000,,0,1,0
"Pork loin center cut chop, boneless",Meat and poultry,Canada,Cling film over tray,1,"1,100,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,1100000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"11,000",N/A,N/A,N/A,N/A,N/A,100,,,1100000,,0,1,0
"Pork rib chop, boneless",Meat and poultry,Canada,Cling film over tray,1,"260,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,260000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,600",N/A,N/A,N/A,N/A,N/A,100,,,260000,,0,1,0
"Pork sirloin chops, boneless",Meat and poultry,Canada,Cling film over tray,1,"810,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,810000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"8,100",N/A,N/A,N/A,N/A,N/A,100,,,810000,,0,1,0
Pork rib chop,Meat and poultry,Canada,Cling film over tray,1,"1,000,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,1000000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"10,000",N/A,N/A,N/A,N/A,N/A,100,,,1000000,,0,1,0
Pork rib chop,Meat and poultry,Canada,Cling film over tray,1,"1,100,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,1100000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"11,000",N/A,N/A,N/A,N/A,N/A,100,,,1100000,,0,1,0
"Pork loin center chops, boneless",Meat and poultry,Canada,Cling film over tray,1,"230,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,230000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,300",N/A,N/A,N/A,N/A,N/A,100,,,230000,,0,1,0
Pork ground,Meat and poultry,Canada,"Cling film over deep tray, meat did not touch film",1,0 ng/serving for 1 phthalate substitutes,Phthalate substitutes: DEHA,0,0,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,100,,,0,,0,1,0
"Pork loin center chops, boneless",Meat and poultry,Canada,Cling film over tray,1,"750,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,750000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"7,500",N/A,N/A,N/A,N/A,N/A,100,,,750000,,0,1,0
Pork loin center chops,Meat and poultry,Canada,Cling film over tray,1,"200,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,200000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,000",N/A,N/A,N/A,N/A,N/A,100,,,200000,,0,1,0
"Pork loin center chop, boneless",Meat and poultry,Canada,Cling film over tray,1,"890,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,890000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"8,900",N/A,N/A,N/A,N/A,N/A,100,,,890000,,0,1,0
"Pork sirloin chop, boneless",Meat and poultry,Canada,Cling film over tray,1,"620,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,620000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"6,200",N/A,N/A,N/A,N/A,N/A,100,,,620000,,0,1,0
"Pork chop center & rib, boneless",Meat and poultry,Canada,Cling film over tray,1,"230,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,230000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,300",N/A,N/A,N/A,N/A,N/A,100,,,230000,,0,1,0
"Pork loin chops center and rib, boneless",Meat and poultry,Canada,Cling film over tray,1,"210,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,210000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,100",N/A,N/A,N/A,N/A,N/A,100,,,210000,,0,1,0
"Pork loin chops center and rib, boneless",Meat and poultry,Canada,Cling film over tray,1,"360,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,360000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,600",N/A,N/A,N/A,N/A,N/A,100,,,360000,,0,1,0
Atlantic salmon fillets at grocery store B,Seafood,Canada,Cling film over tray,1,0 ng/serving for 1 phthalate substitutes,Phthalate substitutes: DEHA,0,0,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,150,,,0,,0,1,0
Atlantic salmon portions at grocery store B,Seafood,Canada,Cling film over tray,1,0 ng/serving for 1 phthalate substitutes,Phthalate substitutes: DEHA,0,0,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,150,,,0,,0,1,0
Rainbow trout fillets at grocery store B,Seafood,Canada,Cling film over tray,1,"2,550,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,2550000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"17,000",N/A,N/A,N/A,N/A,N/A,150,,,2550000,,0,1,0
Atlantic salmon fillets at grocery store B,Seafood,Canada,Cling film over tray,1,"675,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,675000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4,500",N/A,N/A,N/A,N/A,N/A,150,,,675000,,0,1,0
"Atlantic salmon fillets, skinless at grocery store B",Seafood,Canada,Cling film over tray,1,"510,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,510000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,400",N/A,N/A,N/A,N/A,N/A,150,,,510000,,0,1,0
Salmon portion at grocery store C,Seafood,Canada,Cling film over tray,1,"126,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,126000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,840,N/A,N/A,N/A,N/A,N/A,150,,,126000,,0,1,0
Atlantic salmon fillets at grocery store C,Seafood,Canada,Cling film over tray,1,"690,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,690000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4,600",N/A,N/A,N/A,N/A,N/A,150,,,690000,,0,1,0
Rainbow trout fillet at grocery store C,Seafood,Canada,Cling film over tray,1,"705,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,705000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4,700",N/A,N/A,N/A,N/A,N/A,150,,,705000,,0,1,0
Wild sockeye salmon fillets at grocery store C,Seafood,Canada,Cling film over tray,1,"390,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,390000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,600",N/A,N/A,N/A,N/A,N/A,150,,,390000,,0,1,0
Wild red spring salmon fillet at grocery store C,Seafood,Canada,Cling film over tray,1,"1,650,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,1650000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"11,000",N/A,N/A,N/A,N/A,N/A,150,,,1650000,,0,1,0
Atlantic salmon portion at grocery store C,Seafood,Canada,Bag with foil outer layer and waxed paper inner layer,1,0 ng/serving for 1 phthalate substitutes,Phthalate substitutes: DEHA,0,0,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,150,,,0,,0,1,0
Atlantic salmon fillets at grocery store D,Seafood,Canada,Cling film over tray,1,"870,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,870000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,800",N/A,N/A,N/A,N/A,N/A,150,,,870000,,0,1,0
Atlantic salmon fillets at grocery store D,Seafood,Canada,Cling film over tray,1,"1,050,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,1050000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"7,000",N/A,N/A,N/A,N/A,N/A,150,,,1050000,,0,1,0
Atlantic salmon portion at grocery store D,Seafood,Canada,Cling film over tray,1,"1,950,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,1950000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"13,000",N/A,N/A,N/A,N/A,N/A,150,,,1950000,,0,1,0
Sockeye salmon at grocery store D,Seafood,Canada,Cling film over tray,1,"255,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,255000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,700",N/A,N/A,N/A,N/A,N/A,150,,,255000,,0,1,0
Atlantic salmon fillets at grocery store D,Seafood,Canada,Cling film over tray,1,"990,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,990000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"6,600",N/A,N/A,N/A,N/A,N/A,150,,,990000,,0,1,0
"Chicken thighs, grocery store B",Meat and poultry,Canada,Cling film over tray,1,"840,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,840000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"8,400",N/A,N/A,N/A,N/A,N/A,100,,,840000,,0,1,0
"Chicken thighs, grocery store B",Meat and poultry,Canada,"Cling film over tray, only small portion of meat touched film",1,0 ng/serving for 1 phthalate substitutes,Phthalate substitutes: DEHA,0,0,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,100,,,0,,0,1,0
"Chicken breasts, grocery store B",Meat and poultry,Canada,Cling film over tray,1,"370,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,370000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,700",N/A,N/A,N/A,N/A,N/A,100,,,370000,,0,1,0
